id,da aNo ificacao,ocupacaoSuspei oCli,ocupacaoSuspei oU i,ocupacaoConfirmadoCli,ocupacaoConfirmadoU i,ocupacaoCovidU i,ocupacaoCovidCli,ocupacaoHospi alarU i,ocupacaoHospi alarCli,saidaSuspei aObi os,saidaSuspei aAl as,saidaConfirmadaObi os,saidaConfirmadaAl as,origem,es adoNo ificacao,municipioNo ificacao,es ado,municipio,_crea ed_a,_upda ed_a,target
1296862,2022-01-06 03:00:00,0,0,0,0,0,0,28,112,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:21:33.596,2022-01-07 14:21:33.596,1
1296863,2022-01-07 03:00:33,0,0,0,0,10,10,10,114,0,0,0,0,parse-cloud,Ceará,I apipoca,Ceará,I apipoca,2022-01-07 14:22:03.525,2022-01-07 14:22:03.525,1
1296864,2022-01-07 03:00:00,0,0,0,0,0,0,27,120,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:22:23.136,2022-01-07 14:22:23.136,1
1296865,2022-01-06 03:00:00,0,0,0,0,0,6,10,115,1,0,0,0,parse-cloud,Rio de Janeiro,Ni erói,Rio de Janeiro,Ni erói,2022-01-07 14:22:52.322,2022-01-07 14:22:52.322,1
1296866,2022-01-06 03:00:00,0,0,0,0,10,33,25,266,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:23:47.324,2022-01-07 14:23:47.324,1
1296867,2022-01-07 03:00:50,0,0,0,0,0,0,0,7,0,0,0,0,parse-cloud,Minas Gerais,Al erosa,Minas Gerais,Al erosa,2022-01-07 14:24:09.394,2022-01-07 14:24:09.394,0
1296868,2022-01-07 03:00:00,0,0,0,0,0,1,0,24,0,0,0,0,parse-cloud,Ceará,San ana do Cariri,Ceará,San ana do Cariri,2022-01-07 14:24:34.604,2022-01-07 14:24:34.604,0
1296869,2022-01-07 03:00:00,0,0,0,0,10,35,24,268,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:24:37.378,2022-01-07 14:24:37.378,1
1296870,2022-01-07 03:00:05,0,0,0,0,1,4,20,64,0,0,0,0,parse-cloud,Minas Gerais,São Sebas ião do Paraíso,Minas Gerais,São Sebas ião do Paraíso,2022-01-07 14:24:54.229,2022-01-07 14:24:54.229,0
1296871,2022-01-06 03:00:00,0,0,0,0,0,0,68,256,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:26:06.926,2022-01-07 14:26:06.926,1
1296872,2022-01-07 03:00:39,0,0,0,0,0,1,0,8,0,0,0,0,parse-cloud,Minas Gerais,Camanducaia,Minas Gerais,Camanducaia,2022-01-07 14:26:19.253,2022-01-07 14:26:19.253,0
1296873,2022-01-07 03:00:00,0,0,0,0,0,0,64,274,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:26:59.413,2022-01-07 14:26:59.413,1
1296874,2022-01-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:28:27.601,2022-01-07 14:28:27.601,0
1296875,2022-01-07 03:00:03,0,0,0,0,1,0,11,41,0,0,0,1,parse-cloud,Minas Gerais,Paraca u,Minas Gerais,Paraca u,2022-01-07 14:28:48.005,2022-01-07 14:28:48.005,0
1296876,2022-01-05 03:00:00,0,0,0,0,0,3,10,122,0,1,0,2,parse-cloud,Rio de Janeiro,Ni erói,Rio de Janeiro,Ni erói,2022-01-07 14:29:02.610,2022-01-07 14:29:02.610,1
1296877,2022-01-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:29:20.312,2022-01-07 14:29:20.312,0
1296878,2022-01-06 03:00:00,0,0,0,0,206,16,299,91,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:30:51.573,2022-01-07 14:30:51.573,1
1296879,2022-01-07 03:00:28,0,0,0,0,2,1,8,33,0,0,0,1,parse-cloud,Piauí,Oeiras,Piauí,Oeiras,2022-01-07 14:30:57.231,2022-01-07 14:30:57.231,0
1296880,2022-01-07 03:00:52,0,0,0,0,1,0,11,69,0,0,0,0,parse-cloud,Bahia,San o An ônio de Jesus,Bahia,San o An ônio de Jesus,2022-01-07 14:31:42.741,2022-01-07 14:31:42.741,0
1296881,2022-01-07 03:00:00,0,0,0,0,207,19,303,84,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:31:49.781,2022-01-07 14:31:49.781,1
1296882,2022-01-06 03:00:00,0,0,0,0,5,0,34,0,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:33:27.718,2022-01-07 14:33:27.718,0
1296883,2022-01-07 03:00:00,0,0,0,0,5,0,34,0,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:34:28.056,2022-01-07 14:34:28.056,0
1296884,2022-01-07 04:00:26,0,0,0,0,0,2,0,4,0,0,0,0,parse-cloud,Amazonas,Manaus,Amazonas,Manaus,2022-01-07 14:36:01.443,2022-01-07 14:36:01.443,0
1296885,2022-01-06 03:00:00,0,0,0,0,0,0,50,203,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:36:04.278,2022-01-07 14:36:04.278,1
1296886,2022-01-07 03:00:00,0,0,0,0,0,0,52,227,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:37:02.791,2022-01-07 14:37:02.791,1
1296887,2022-01-07 03:00:32,0,0,0,0,0,0,0,16,0,0,0,0,parse-cloud,Rio Grande do Sul,Ronda Al a,Rio Grande do Sul,Ronda Al a,2022-01-07 14:37:15.411,2022-01-07 14:37:15.411,0
1296888,2022-01-06 03:00:00,0,0,0,0,6,2,14,2,0,0,0,0,parse-cloud,Paraíba,Campina Grande,Paraíba,Campina Grande,2022-01-07 14:38:37.029,2022-01-07 14:38:37.029,0
1296889,2022-01-06 03:00:00,0,0,0,0,0,0,8,60,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:38:40.889,2022-01-07 14:38:40.889,0
1296890,2022-01-07 03:00:14,0,0,0,0,7,35,25,71,0,2,0,0,parse-cloud,Pernambuco,Recife,Pernambuco,Recife,2022-01-07 14:38:45.620,2022-01-07 14:38:45.620,1
1296891,2022-01-07 03:00:00,0,0,0,0,0,0,10,56,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:39:37.228,2022-01-07 14:39:37.228,0
1296892,2022-01-07 03:00:32,0,0,0,0,0,1,0,17,0,0,0,0,parse-cloud,San a Ca arina,Palmi os,San a Ca arina,Palmi os,2022-01-07 14:40:06.783,2022-01-07 14:40:06.783,0
1296893,2022-01-06 03:00:00,0,0,0,0,0,0,10,78,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:41:17.291,2022-01-07 14:41:17.291,0
1296894,2022-01-03 03:00:00,0,0,0,0,30,0,10,19,0,0,0,1,parse-cloud,Pernambuco,Bezerros,Pernambuco,Bezerros,2022-01-07 14:42:11.156,2022-01-07 14:42:11.156,0
1296895,2022-01-07 03:00:00,0,0,0,0,0,0,10,82,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:42:18.393,2022-01-07 14:42:18.393,0
1296896,2022-01-04 03:00:00,0,0,0,0,30,0,10,20,0,0,0,0,parse-cloud,Pernambuco,Bezerros,Pernambuco,Bezerros,2022-01-07 14:42:45.157,2022-01-07 14:42:45.157,0
1296897,2022-01-07 03:00:02,0,0,0,0,0,3,0,10,0,0,0,0,parse-cloud,Minas Gerais,Resende Cos a,Minas Gerais,Resende Cos a,2022-01-07 14:43:15.211,2022-01-07 14:43:15.211,0
1296898,2022-01-06 03:00:00,0,0,0,0,0,0,20,79,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:44:00.699,2022-01-07 14:44:00.699,0
1296899,2022-01-05 03:00:00,0,0,0,0,30,0,9,21,0,0,2,0,parse-cloud,Pernambuco,Bezerros,Pernambuco,Bezerros,2022-01-07 14:44:38.586,2022-01-07 14:44:38.586,0
1296900,2022-01-07 03:00:00,0,0,0,0,0,0,20,80,0,0,0,0,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:45:03.946,2022-01-07 14:45:03.946,0
1296901,2022-01-06 03:00:00,0,0,0,0,30,0,10,21,0,0,1,1,parse-cloud,Pernambuco,Bezerros,Pernambuco,Bezerros,2022-01-07 14:45:14.378,2022-01-07 14:45:14.378,0
1296902,2022-01-06 03:00:00,0,0,0,0,63,27,76,60,2,5,1,1,parse-cloud,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2022-01-07 14:47:19.386,2022-01-07 14:47:19.386,1
1296903,2022-01-06 03:00:00,0,0,0,0,0,3,8,184,0,0,0,0,parse-cloud,São Paulo,São Paulo,São Paulo,São Paulo,2022-01-07 14:47:39.356,2022-01-07 14:47:39.356,1
1296904,2022-01-07 03:00:15,0,0,0,0,0,3,8,189,0,0,0,0,parse-cloud,São Paulo,São Paulo,São Paulo,São Paulo,2022-01-07 14:48:42.611,2022-01-07 14:48:42.611,1
1296905,2022-01-06 03:00:00,0,0,0,0,2,1,12,47,0,0,0,0,parse-cloud,Piauí, eresina,Piauí, eresina,2022-01-07 14:49:06.310,2022-01-07 14:49:06.310,0
1296906,2022-01-07 03:00:09,0,0,0,0,2,1,12,48,0,0,0,0,parse-cloud,Piauí, eresina,Piauí, eresina,2022-01-07 14:49:44.740,2022-01-07 14:49:44.740,0
1296907,2022-01-04 03:00:00,0,0,0,0,8,0,58,123,0,0,0,0,parse-cloud,Paraná,Foz do Iguaçu,Paraná,Foz do Iguaçu,2022-01-07 14:55:38.984,2022-01-07 14:55:38.984,1
1296908,2022-01-05 03:00:00,0,0,0,0,8,2,57,122,0,0,0,0,parse-cloud,Paraná,Foz do Iguaçu,Paraná,Foz do Iguaçu,2022-01-07 14:56:21.105,2022-01-07 14:56:21.105,1
1296909,2022-01-06 03:00:00,0,0,0,0,6,4,57,130,0,0,0,0,parse-cloud,Paraná,Foz do Iguaçu,Paraná,Foz do Iguaçu,2022-01-07 14:57:13.927,2022-01-07 14:58:05.854,1
1296910,2022-01-07 03:00:09,0,0,0,0,4,6,12,146,0,0,0,0,parse-cloud,Minas Gerais,Mon es Claros,Minas Gerais,Mon es Claros,2022-01-07 14:57:46.254,2022-01-07 14:57:46.254,1
1296911,2022-01-07 03:00:36,0,0,0,0,0,0,4,44,0,0,0,0,parse-cloud,Minas Gerais,Viçosa,Minas Gerais,Viçosa,2022-01-07 14:57:47.828,2022-01-07 14:57:47.828,0
1296912,2022-01-07 03:00:00,0,0,0,0,4,3,5,26,1,0,0,0,parse-cloud,Minas Gerais,San os Dumon ,Minas Gerais,San os Dumon ,2022-01-07 14:58:15.571,2022-01-08 11:39:49.032,0
1296913,2022-01-07 03:00:30,0,0,0,0,0,2,0,14,0,0,0,0,parse-cloud,Minas Gerais,Novo Cruzeiro,Minas Gerais,Novo Cruzeiro,2022-01-07 14:59:56.660,2022-01-07 14:59:56.660,0
1296914,2022-01-07 03:00:43,0,0,0,0,0,0,0,24,0,0,0,0,parse-cloud,Rio Grande do Nor e,San a Cru,Rio Grande do Nor e,San a Cru,2022-01-07 15:00:48.550,2022-01-07 15:00:48.550,0
1296915,2022-01-07 03:00:43,0,0,0,0,2,4,53,102,0,0,0,1,parse-cloud,Minas Gerais,Passos,Minas Gerais,Passos,2022-01-07 15:02:08.118,2022-01-07 15:02:08.118,1
1296916,2022-01-07 03:00:24,0,0,0,0,4,7,20,106,1,0,0,0,parse-cloud,Minas Gerais,Ipa inga,Minas Gerais,Ipa inga,2022-01-07 15:02:16.160,2022-01-07 15:02:16.160,1
1296917,2022-01-07 03:00:37,0,0,0,0,2,0,10,23,0,0,0,2,parse-cloud,Minas Gerais,Guaxupé,Minas Gerais,Guaxupé,2022-01-07 15:04:13.176,2022-01-07 15:04:13.176,0
1296920,2022-01-07 03:00:45,0,0,0,0,0,0,0,6,0,0,0,0,parse-cloud,San a Ca arina,Pouso Redondo,San a Ca arina,Pouso Redondo,2022-01-07 15:10:17.302,2022-01-07 15:10:17.302,0
1296921,2022-01-01 02:00:00,0,0,0,0,0,0,18,8,0,0,0,0,parse-cloud,Rio de Janeiro,São Gonçalo,Rio de Janeiro,São Gonçalo,2022-01-07 15:10:50.456,2022-01-07 15:10:50.456,0
1296922,2022-01-04 02:00:00,0,0,0,0,0,0,18,8,0,0,0,0,parse-cloud,Rio de Janeiro,São Gonçalo,Rio de Janeiro,São Gonçalo,2022-01-07 15:11:44.896,2022-01-07 15:11:44.896,0
1296923,2022-01-06 03:00:00,0,0,0,0,0,1,19,45,0,0,0,0,parse-cloud,Rio de Janeiro,Pe rópolis,Rio de Janeiro,Pe rópolis,2022-01-07 15:11:57.887,2022-01-07 15:11:57.887,0
1296924,2022-01-05 02:00:00,0,0,0,0,0,0,18,8,0,0,0,0,parse-cloud,Rio de Janeiro,São Gonçalo,Rio de Janeiro,São Gonçalo,2022-01-07 15:12:10.464,2022-01-07 15:13:06.384,0
1296925,2022-01-07 03:00:01,0,0,0,0,0,2,24,18,0,0,0,1,parse-cloud,Minas Gerais,Poços de Caldas,Minas Gerais,Poços de Caldas,2022-01-07 15:15:31.466,2022-01-07 15:15:31.466,0
1296926,2022-01-07 03:00:15,0,0,0,0,10,14,10,20,0,3,0,0,parse-cloud,Piauí,Parnaíba,Piauí,Parnaíba,2022-01-07 15:17:06.115,2022-01-07 15:17:06.115,0
1296927,2022-01-07 03:00:15,0,0,0,0,0,1,25,124,0,0,0,0,parse-cloud,Maranhão,São Luís,Maranhão,São Luís,2022-01-07 15:18:15.429,2022-01-07 15:18:15.429,1
1296928,2022-01-07 03:00:31,0,0,0,0,5,1,24,97,0,1,0,0,parse-cloud,Minas Gerais,Pon e Nova,Minas Gerais,Pon e Nova,2022-01-07 15:19:15.482,2022-01-07 15:19:15.482,1
1296929,2022-01-07 03:00:22,0,0,0,0,3,13,28,115,0,1,0,0,parse-cloud,Rio de Janeiro,Valença,Rio de Janeiro,Valença,2022-01-07 15:19:45.499,2022-01-07 15:19:45.499,1
1296930,2022-01-07 03:00:04,0,0,0,0,2,6,49,115,0,0,0,0,parse-cloud,Piauí, eresina,Piauí, eresina,2022-01-07 15:22:19.898,2022-01-07 15:22:19.898,1
1296931,2022-01-06 03:00:00,0,0,0,0,0,0,23,147,0,0,0,0,parse-cloud,Maranhão,São Luís,Maranhão,São Luís,2022-01-07 15:23:04.118,2022-01-07 15:23:04.118,1
1296932,2022-01-07 03:00:40,0,0,0,0,0,4,14,125,0,0,0,0,parse-cloud,Piauí, eresina,Piauí, eresina,2022-01-07 15:23:21.164,2022-01-07 15:23:21.164,1
1296933,2022-01-07 03:00:44,0,0,0,0,21,19,3,115,0,1,0,0,parse-cloud,Pernambuco,Recife,Pernambuco,Recife,2022-01-07 15:23:23.862,2022-01-07 15:23:23.862,1
1296934,2022-01-07 04:00:15,0,0,0,0,0,17,0,7,0,0,0,15,parse-cloud,Amazonas,Manaus,Amazonas,Manaus,2022-01-07 15:24:59.507,2022-01-07 15:24:59.507,0
1296935,2022-01-07 04:00:16,0,0,0,0,0,8,0,39,0,0,0,0,parse-cloud,Ma o Grosso,Várzea Grande,Ma o Grosso,Várzea Grande,2022-01-07 15:26:06.254,2022-01-07 15:26:06.254,0
1296936,2022-01-07 03:00:17,0,0,0,0,0,1,0,7,0,0,0,0,parse-cloud,Rio Grande do Sul,Cândido Godói,Rio Grande do Sul,Cândido Godói,2022-01-07 15:26:39.476,2022-01-07 15:26:39.476,0
1296937,2022-01-07 03:00:28,0,0,0,0,5,11,57,123,1,4,0,0,parse-cloud,Minas Gerais,Divinópolis,Minas Gerais,Divinópolis,2022-01-07 15:26:47.054,2022-01-07 15:26:47.054,1
1296938,2022-01-06 03:00:00,0,0,0,0,24,11,24,11,0,2,0,1,parse-cloud,San a Ca arina,Florianópolis,San a Ca arina,Florianópolis,2022-01-07 15:27:34.919,2022-01-07 15:27:34.919,0
1296939,2022-01-07 03:00:44,0,0,0,0,0,3,5,33,0,0,0,0,parse-cloud,Minas Gerais,Além Paraíba,Minas Gerais,Além Paraíba,2022-01-07 15:28:49.770,2022-01-07 15:28:49.770,0
1296940,2022-01-07 03:00:16,0,0,0,0,8,0,20,43,0,0,1,0,parse-cloud,Minas Gerais,Be im,Minas Gerais,Be im,2022-01-07 15:28:50.309,2022-01-07 15:28:50.309,0
1296941,2022-01-07 03:00:30,0,0,0,0,0,0,0,15,0,0,0,0,parse-cloud,Minas Gerais,Rio Pardo de Minas,Minas Gerais,Rio Pardo de Minas,2022-01-07 15:29:54.219,2022-01-07 15:29:54.219,0
1296942,2022-01-07 03:00:12,0,0,0,0,5,2,7,95,0,0,0,1,parse-cloud,Minas Gerais,Brasília de Minas,Minas Gerais,Brasília de Minas,2022-01-07 15:30:44.955,2022-01-07 15:30:44.955,1
1296943,2022-01-07 03:00:55,0,0,0,0,0,0,0,12,0,0,0,0,parse-cloud,Paraná,Pruden ópolis,Paraná,Pruden ópolis,2022-01-07 15:31:10.306,2022-01-07 15:31:10.306,0
1296944,2022-01-07 03:00:39,0,0,0,0,2,5,17,51,0,0,0,0,parse-cloud,Bahia,Vi ória da Conquis a,Bahia,Vi ória da Conquis a,2022-01-07 15:32:41.444,2022-01-07 15:32:41.444,0
1296945,2022-01-07 03:00:00,0,0,0,0,0,2,0,1,0,0,0,0,parse-cloud,Minas Gerais,Araporã,Minas Gerais,Araporã,2022-01-07 15:36:20.489,2022-01-08 02:48:19.839,0
1296946,2022-01-07 03:00:00,0,0,0,0,8,3,38,88,0,0,0,1,parse-cloud,São Paulo,San os,São Paulo,San os,2022-01-07 15:37:27.730,2022-01-24 15:46:24.077,1
1296947,2022-01-07 03:00:00,0,0,0,0,0,0,0,4,0,0,0,6,parse-cloud,Minas Gerais,Bom Sucesso,Minas Gerais,Bom Sucesso,2022-01-07 15:38:23.653,2022-01-10 15:32:15.863,0
1296948,2022-01-01 03:00:00,0,0,0,0,0,0,0,24,0,0,0,0,parse-cloud,Minas Gerais,Mon e Azul,Minas Gerais,Mon e Azul,2022-01-07 15:43:55.295,2022-01-07 15:43:55.295,0
1296949,2022-01-02 03:00:00,0,0,0,0,0,0,0,21,0,0,0,0,parse-cloud,Minas Gerais,Mon e Azul,Minas Gerais,Mon e Azul,2022-01-07 15:44:26.376,2022-01-07 15:44:26.376,0
1296950,2022-01-03 03:00:00,0,0,0,0,0,0,0,24,0,0,0,0,parse-cloud,Minas Gerais,Mon e Azul,Minas Gerais,Mon e Azul,2022-01-07 15:47:34.178,2022-01-07 15:47:34.178,0
1296951,2022-01-04 03:00:00,0,0,0,0,0,0,0,30,0,0,0,0,parse-cloud,Minas Gerais,Mon e Azul,Minas Gerais,Mon e Azul,2022-01-07 15:48:05.253,2022-01-07 15:48:05.253,0
1296952,2022-01-05 03:00:00,0,0,0,0,0,0,0,32,0,0,0,0,parse-cloud,Minas Gerais,Mon e Azul,Minas Gerais,Mon e Azul,2022-01-07 15:48:31.815,2022-01-07 15:48:31.815,0
1296953,2022-01-07 03:00:58,0,0,0,0,0,0,0,20,0,0,0,0,parse-cloud,Minas Gerais,San a Ri a do Sapucaí,Minas Gerais,San a Ri a do Sapucaí,2022-01-07 15:48:54.864,2022-01-07 15:48:54.864,0
1296954,2022-01-06 03:00:00,0,0,0,0,0,1,0,34,0,0,0,0,parse-cloud,Minas Gerais,Mon e Azul,Minas Gerais,Mon e Azul,2022-01-07 15:48:57.993,2022-01-07 15:48:57.993,0
1296955,2022-01-07 03:00:23,0,0,0,0,3,13,27,70,0,0,0,0,parse-cloud,Minas Gerais,Varginha,Minas Gerais,Varginha,2022-01-07 15:50:34.137,2022-01-07 15:50:34.137,1
1296956,2022-01-07 03:00:45,0,0,0,0,0,0,10,21,0,0,0,0,parse-cloud,Minas Gerais,Ubá,Minas Gerais,Ubá,2022-01-07 15:51:06.207,2022-01-07 15:51:06.207,0
1296957,2022-01-07 03:00:14,0,0,0,0,0,5,27,277,0,0,0,0,parse-cloud,San a Ca arina,São José,San a Ca arina,São José,2022-01-07 15:54:14.721,2022-01-07 15:54:14.721,1
1296958,2022-01-07 03:00:24,0,0,0,0,2,1,2,16,0,2,0,0,parse-cloud,Rio de Janeiro,Paraíba do Sul,Rio de Janeiro,Paraíba do Sul,2022-01-07 15:54:42.544,2022-01-07 15:54:42.544,0
1296959,2022-01-07 03:00:40,0,0,0,0,7,0,13,37,0,0,1,1,parse-cloud,São Paulo,Caragua a uba,São Paulo,Caragua a uba,2022-01-07 15:55:59.889,2022-01-07 15:55:59.889,0
1296960,2022-01-07 03:00:57,0,0,0,0,0,0,0,24,0,0,0,0,parse-cloud,Minas Gerais,Cabo Verde,Minas Gerais,Cabo Verde,2022-01-07 15:56:12.150,2022-01-07 15:56:12.150,0
1296961,2022-01-06 03:00:00,0,0,0,0,0,0,0,5,0,0,0,0,parse-cloud,Minas Gerais,Elói Mendes,Minas Gerais,Elói Mendes,2022-01-07 15:58:38.518,2022-01-07 16:00:24.495,0
1296962,2022-01-07 03:00:45,0,0,0,0,0,3,4,79,0,0,0,0,parse-cloud,Rio Grande do Nor e,Na al,Rio Grande do Nor e,Na al,2022-01-07 16:01:04.492,2022-01-07 16:01:04.492,0
1296963,2022-01-06 03:00:00,0,0,0,0,0,0,0,5,0,0,0,4,parse-cloud,Paraná, rês Barras do Paraná,Paraná, rês Barras do Paraná,2022-01-07 16:01:13.977,2022-01-10 10:54:36.801,0
1296968,2022-01-07 03:00:34,0,0,0,0,9,22,46,143,0,0,0,0,parse-cloud,Minas Gerais,Ipa inga,Minas Gerais,Ipa inga,2022-01-07 16:05:55.392,2022-01-07 16:05:55.392,1
1296971,2022-01-07 03:00:49,0,0,0,0,0,2,0,24,0,0,0,0,parse-cloud,Minas Gerais,Cássia,Minas Gerais,Cássia,2022-01-07 16:10:58.191,2022-01-07 16:10:58.191,0
1296972,2022-01-07 03:00:44,0,0,0,0,0,8,7,20,0,0,0,0,parse-cloud,Minas Gerais, imó eo,Minas Gerais, imó eo,2022-01-07 16:11:18.736,2022-01-07 16:11:18.736,0
1296974,2022-01-07 03:00:58,0,0,0,0,0,5,10,48,0,0,0,0,parse-cloud,Minas Gerais, aiobeiras,Minas Gerais, aiobeiras,2022-01-07 16:12:29.465,2022-01-07 16:12:29.465,0
1296977,2022-01-07 03:00:33,0,0,0,0,8,0,10,0,0,0,0,0,parse-cloud,Maranhão,Presiden e Du ra,Maranhão,Presiden e Du ra,2022-01-07 16:15:06.923,2022-01-07 16:15:06.923,0
1296979,2022-01-07 03:00:44,0,0,0,0,5,0,10,58,1,0,0,0,parse-cloud,Pernambuco,Ouricuri,Pernambuco,Ouricuri,2022-01-07 16:15:36.880,2022-01-07 16:15:36.880,0
1296981,2022-01-07 03:00:41,0,0,0,0,0,10,0,31,0,0,0,0,parse-cloud,Minas Gerais,Bocaiúva,Minas Gerais,Bocaiúva,2022-01-07 16:16:35.416,2022-01-07 16:16:35.416,0
1296983,2022-01-07 03:00:49,0,0,0,0,0,0,0,1,0,0,0,0,parse-cloud,Ceará,Al o San o,Ceará,Al o San o,2022-01-07 16:18:07.337,2022-01-07 16:18:07.337,0
1296986,2022-01-07 04:00:35,0,0,0,0,0,0,0,75,0,0,0,0,parse-cloud,Amazonas,Manaus,Amazonas,Manaus,2022-01-07 16:24:53.535,2022-01-07 16:24:53.535,0
1296988,2022-01-06 04:00:00,0,0,0,0,0,0,0,75,0,0,0,0,parse-cloud,Amazonas,Manaus,Amazonas,Manaus,2022-01-07 16:25:18.368,2022-01-07 16:25:18.368,0
1296989,2022-01-07 03:00:00,0,0,0,0,0,1,0,20,0,0,0,0,parse-cloud,San a Ca arina,Meleiro,San a Ca arina,Meleiro,2022-01-07 16:25:54.015,2022-01-10 11:14:03.335,0
1296993,2022-01-07 03:00:16,0,0,0,0,0,0,36,65,0,0,6,0,parse-cloud,San a Ca arina,Joinville,San a Ca arina,Joinville,2022-01-07 16:28:39.083,2022-01-07 16:28:39.083,1
1296995,2022-01-06 03:00:00,0,0,0,0,0,0,0,7,0,0,0,0,parse-cloud,Ceará,Quixeré,Ceará,Quixeré,2022-01-07 16:29:42.747,2022-01-07 16:29:42.747,0
1296996,2022-01-07 03:00:45,0,0,0,0,0,0,0,7,0,0,0,0,parse-cloud,Ceará,Quixeré,Ceará,Quixeré,2022-01-07 16:29:55.230,2022-01-07 16:29:55.230,0
1296997,2022-01-07 03:00:39,0,0,0,0,8,20,56,223,0,0,0,0,parse-cloud,Ceará,For aleza,Ceará,For aleza,2022-01-07 16:30:00.713,2022-01-07 16:30:00.713,1
1296998,2022-01-07 03:00:10,0,0,0,0,0,0,1,23,0,0,0,0,parse-cloud,Minas Gerais,Juiz de Fora,Minas Gerais,Juiz de Fora,2022-01-07 16:30:49.896,2022-01-07 16:30:49.896,0
1296999,2022-01-07 04:00:21,0,0,0,0,56,24,76,156,0,0,2,35,parse-cloud,Amazonas,Manaus,Amazonas,Manaus,2022-01-07 16:30:56.546,2022-01-07 16:30:56.546,1
1297001,2022-01-05 03:00:00,0,0,0,0,24,20,16,59,0,1,0,2,parse-cloud,San a Ca arina,Balneário Camboriú,San a Ca arina,Balneário Camboriú,2022-01-07 16:31:54.420,2022-01-07 16:31:54.420,1
1297002,2022-01-07 03:00:29,0,0,0,0,0,0,0,2,0,0,0,0,parse-cloud,Paraná, eixeira Soares,Paraná, eixeira Soares,2022-01-07 16:31:54.628,2022-01-07 16:31:54.628,0
1297003,2022-01-06 03:00:00,0,0,0,0,24,20,16,59,0,2,0,0,parse-cloud,San a Ca arina,Balneário Camboriú,San a Ca arina,Balneário Camboriú,2022-01-07 16:32:17.840,2022-01-07 16:32:17.840,1
1297004,2022-01-01 03:00:00,0,0,0,0,2,6,8,69,0,1,0,0,parse-cloud,Acre,Cruzeiro do Sul,Acre,Cruzeiro do Sul,2022-01-07 16:32:57.210,2022-01-07 16:32:57.210,0
1297005,2022-01-07 03:00:31,0,0,0,0,20,18,20,198,0,3,0,0,parse-cloud,Minas Gerais,Juiz de Fora,Minas Gerais,Juiz de Fora,2022-01-07 16:33:02.366,2022-01-07 16:33:02.366,1
1297006,2022-01-07 03:00:11,0,0,0,0,0,2,2,59,0,0,0,0,parse-cloud,Rio Grande do Nor e,Na al,Rio Grande do Nor e,Na al,2022-01-07 16:33:42.958,2022-01-07 16:33:42.958,0
1297007,2022-01-06 03:00:00,0,0,0,0,0,0,3,47,0,0,0,0,parse-cloud,Rio Grande do Nor e,Na al,Rio Grande do Nor e,Na al,2022-01-07 16:34:08.257,2022-01-07 16:34:08.257,0
