id,da aNo ificacao,ocupacaoSuspei oCli,ocupacaoSuspei oU i,ocupacaoConfirmadoCli,ocupacaoConfirmadoU i,ocupacaoCovidU i,ocupacaoCovidCli,ocupacaoHospi alarU i,ocupacaoHospi alarCli,saidaSuspei aObi os,saidaSuspei aAl as,saidaConfirmadaObi os,saidaConfirmadaAl as,origem,es adoNo ificacao,municipioNo ificacao,es ado,municipio,_crea ed_a,_upda ed_a,target
1302699,2022-01-15 03:00:44,0,0,0,0,7,17,7,17,0,0,0,2,parse-cloud,Espíri o San o,Linhares,Espíri o San o,Linhares,2022-01-15 15:28:08.796,2022-01-15 15:28:08.796,0
1302700,2022-01-15 03:00:44,0,0,0,0,0,1,0,6,0,0,0,0,parse-cloud,Ceará,Jardim,Ceará,Jardim,2022-01-15 15:31:35.454,2022-01-15 15:31:35.454,0
1302701,2022-01-15 03:00:15,0,0,0,0,15,30,82,136,0,1,0,2,parse-cloud,São Paulo,São Paulo,São Paulo,São Paulo,2022-01-15 15:32:56.207,2022-01-15 15:32:56.207,1
1302702,2022-01-14 03:00:00,0,0,0,0,0,0,0,13,0,0,0,3,parse-cloud,Minas Gerais,Nepomuceno,Minas Gerais,Nepomuceno,2022-01-15 15:36:23.048,2022-01-15 15:36:23.048,0
1302703,2022-01-14 03:00:00,0,0,0,0,6,1,6,1,0,0,0,1,parse-cloud,Bahia,Vi ória da Conquis a,Bahia,Vi ória da Conquis a,2022-01-15 15:38:55.687,2022-01-15 15:38:55.687,0
1302704,2022-01-15 03:00:00,0,0,0,0,0,2,9,30,0,0,0,3,parse-cloud,São Paulo,Caieiras,São Paulo,Caieiras,2022-01-15 15:42:43.441,2022-01-15 15:42:43.441,0
1302705,2022-01-15 03:00:00,0,0,0,0,0,7,12,76,0,0,0,1,parse-cloud,São Paulo,São Paulo,São Paulo,São Paulo,2022-01-15 15:42:53.773,2022-01-17 10:46:19.413,0
1302706,2022-01-15 03:00:48,0,0,0,0,9,25,26,130,1,2,0,0,parse-cloud,Espíri o San o,São Ma eus,Espíri o San o,São Ma eus,2022-01-15 15:47:26.247,2022-01-15 15:47:26.247,1
1302707,2022-01-15 03:00:00,0,0,0,0,4,10,34,49,1,1,0,1,parse-cloud,Minas Gerais,Varginha,Minas Gerais,Varginha,2022-01-15 15:51:39.800,2022-01-17 15:55:22.508,0
1302708,2022-01-15 03:00:10,0,0,0,0,6,20,18,96,0,0,0,0,parse-cloud,Espíri o San o,Vila Velha,Espíri o San o,Vila Velha,2022-01-15 15:51:44.726,2022-01-15 15:51:44.726,1
1302709,2022-01-13 04:00:00,0,0,0,0,1,0,6,19,0,0,0,0,parse-cloud,Amazonas,Manaus,Amazonas,Manaus,2022-01-15 15:52:17.519,2022-01-15 15:52:17.519,0
1302710,2022-01-15 03:00:29,0,0,0,0,49,48,46,153,3,16,1,0,parse-cloud,Pernambuco,Caruaru,Pernambuco,Caruaru,2022-01-15 15:55:06.119,2022-01-15 15:55:06.119,1
1302711,2022-01-15 03:00:49,0,0,0,0,0,6,1,30,0,0,0,0,parse-cloud,Minas Gerais,Além Paraíba,Minas Gerais,Além Paraíba,2022-01-15 15:55:47.794,2022-01-15 15:55:47.794,0
1302712,2022-01-15 04:00:13,0,0,0,0,0,1,0,4,0,0,0,0,parse-cloud,Rondônia,Urupá,Rondônia,Urupá,2022-01-15 15:56:29.474,2022-01-15 15:56:29.474,0
1302714,2022-01-15 04:00:39,0,0,0,0,0,0,0,4,0,0,0,0,parse-cloud,Amazonas,Manaus,Amazonas,Manaus,2022-01-15 16:00:02.992,2022-01-15 16:00:02.992,0
1302716,2022-01-15 03:00:00,0,0,0,0,0,1,0,3,0,0,0,0,parse-cloud,Piauí,Curima á,Piauí,Curima á,2022-01-15 16:02:41.350,2022-01-15 16:03:13.981,0
1302717,2022-01-14 03:00:00,0,0,0,0,0,0,1,28,0,0,0,0,parse-cloud,Minas Gerais,Juiz de Fora,Minas Gerais,Juiz de Fora,2022-01-15 16:04:11.705,2022-01-15 16:04:11.705,0
1302718,2022-01-14 03:00:00,0,0,0,0,0,0,0,11,0,0,0,0,parse-cloud, ocan ins,Pedro Afonso, ocan ins,Pedro Afonso,2022-01-15 16:04:28.882,2022-01-15 16:04:28.882,0
1302719,2022-01-15 03:00:15,0,0,0,0,0,0,1,27,0,0,0,0,parse-cloud,Minas Gerais,Juiz de Fora,Minas Gerais,Juiz de Fora,2022-01-15 16:04:40.526,2022-01-15 16:04:40.526,0
1302720,2022-01-15 03:00:38,0,0,0,0,10,29,23,145,2,0,1,0,parse-cloud,Pernambuco,Recife,Pernambuco,Recife,2022-01-15 16:04:45.746,2022-01-15 16:04:45.746,1
1302721,2022-01-15 03:00:00,0,0,0,0,0,0,0,13,0,0,0,0,parse-cloud, ocan ins,Pedro Afonso, ocan ins,Pedro Afonso,2022-01-15 16:04:54.493,2022-01-21 15:55:14.126,0
1302722,2022-01-14 03:00:00,0,0,0,0,3,3,15,50,0,0,0,1,parse-cloud,San a Ca arina,Araranguá,San a Ca arina,Araranguá,2022-01-15 16:05:26.179,2022-01-15 16:05:26.179,0
1302723,2022-01-15 04:00:00,0,0,0,0,0,1,1,3,0,0,0,0,parse-cloud,Amazonas,Manaus,Amazonas,Manaus,2022-01-15 16:06:49.595,2022-01-15 16:07:14.885,0
1302724,2022-01-14 03:00:00,0,0,0,0,11,28,24,155,0,0,0,0,parse-cloud,Pernambuco,Recife,Pernambuco,Recife,2022-01-15 16:07:45.308,2022-01-15 16:07:45.308,1
1302725,2022-01-15 03:00:06,0,0,0,0,34,14,20,35,2,1,0,1,parse-cloud,Piauí,Parnaíba,Piauí,Parnaíba,2022-01-15 16:17:39.216,2022-01-15 16:17:39.216,1
1302726,2022-01-15 03:00:11,0,0,0,0,0,0,0,1,0,1,0,0,parse-cloud,Minas Gerais,Lavras,Minas Gerais,Lavras,2022-01-15 16:18:40.956,2022-01-15 16:18:40.956,0
1302727,2022-01-13 03:00:00,0,0,0,0,0,0,7,87,0,0,0,0,parse-cloud,Sergipe,Aracaju,Sergipe,Aracaju,2022-01-15 16:21:10.601,2022-01-15 16:21:10.601,0
1302728,2022-01-14 03:00:00,0,0,0,0,0,0,7,86,0,0,0,0,parse-cloud,Sergipe,Aracaju,Sergipe,Aracaju,2022-01-15 16:21:26.828,2022-01-15 16:21:48.041,0
1302729,2022-01-15 03:00:51,0,0,0,0,0,0,8,79,0,0,0,0,parse-cloud,Sergipe,Aracaju,Sergipe,Aracaju,2022-01-15 16:23:01.215,2022-01-15 16:23:01.215,0
1302730,2022-01-15 03:00:30,0,0,0,0,0,0,0,10,0,0,0,0,parse-cloud,Minas Gerais,Virginópolis,Minas Gerais,Virginópolis,2022-01-15 16:23:45.839,2022-01-15 16:23:45.839,0
1302731,2022-01-15 03:00:16,0,0,0,0,11,27,48,139,0,0,0,0,parse-cloud,Minas Gerais,Ipa inga,Minas Gerais,Ipa inga,2022-01-15 16:25:01.038,2022-01-15 16:25:01.038,1
1302732,2022-01-15 03:00:24,0,0,0,0,5,3,5,40,0,0,0,0,parse-cloud,San a Ca arina,Laguna,San a Ca arina,Laguna,2022-01-15 16:25:12.669,2022-01-15 16:25:12.669,0
1302733,2022-01-14 03:00:00,0,0,0,0,5,3,5,42,0,2,0,0,parse-cloud,San a Ca arina,Laguna,San a Ca arina,Laguna,2022-01-15 16:25:57.979,2022-01-15 16:25:57.979,0
1302734,2022-01-15 03:00:45,0,0,0,0,22,23,73,67,0,0,2,2,parse-cloud,Bahia,Vi ória da Conquis a,Bahia,Vi ória da Conquis a,2022-01-15 16:26:15.062,2022-01-15 16:26:15.062,1
1302735,2022-01-15 03:00:33,0,0,0,0,0,3,25,226,0,0,0,0,parse-cloud,San a Ca arina,São José,San a Ca arina,São José,2022-01-15 16:29:57.985,2022-01-15 16:29:57.985,1
1302736,2022-01-15 03:00:24,0,0,0,0,0,0,0,12,0,0,0,0,parse-cloud,Minas Gerais,Rio Pardo de Minas,Minas Gerais,Rio Pardo de Minas,2022-01-15 16:30:55.763,2022-01-15 16:30:55.763,0
1302737,2022-01-15 03:00:37,0,0,0,0,10,0,10,0,0,1,0,0,parse-cloud,Minas Gerais, eófilo O oni,Minas Gerais, eófilo O oni,2022-01-15 16:31:15.866,2022-01-15 16:31:15.866,0
1302738,2022-01-14 03:00:00,0,0,0,0,10,0,10,0,0,0,0,0,parse-cloud,Minas Gerais, eófilo O oni,Minas Gerais, eófilo O oni,2022-01-15 16:32:07.469,2022-01-15 16:32:07.469,0
1302739,2022-01-15 03:00:24,0,0,0,0,5,3,10,35,0,1,0,0,parse-cloud,Minas Gerais,Pirapora,Minas Gerais,Pirapora,2022-01-15 16:33:08.222,2022-01-15 16:33:08.222,0
1302740,2022-01-15 03:00:58,0,0,0,0,0,0,0,34,0,0,0,0,parse-cloud,Espíri o San o,Baixo Guandu,Espíri o San o,Baixo Guandu,2022-01-15 16:35:15.244,2022-01-15 16:35:15.244,0
1302741,2022-01-12 03:00:00,0,0,0,0,0,0,0,10,0,0,0,0,parse-cloud,Minas Gerais,Carandaí,Minas Gerais,Carandaí,2022-01-15 16:35:18.761,2022-01-15 16:35:18.761,0
1302742,2022-01-12 03:00:00,0,0,0,0,0,0,0,15,0,0,0,0,parse-cloud,Minas Gerais,Cláudio,Minas Gerais,Cláudio,2022-01-15 16:35:33.548,2022-01-15 16:35:33.548,0
1302743,2022-01-14 03:00:00,0,0,0,0,18,29,18,208,0,0,0,0,parse-cloud,Minas Gerais,Juiz de Fora,Minas Gerais,Juiz de Fora,2022-01-15 16:35:59.833,2022-01-15 16:35:59.833,1
1302744,2022-01-13 03:00:00,0,0,0,0,0,1,0,20,0,0,0,0,parse-cloud,Minas Gerais,Carandaí,Minas Gerais,Carandaí,2022-01-15 16:36:05.654,2022-01-15 16:36:05.654,0
1302745,2022-01-15 03:00:48,0,0,0,0,4,12,4,12,0,0,0,4,parse-cloud,Bahia,Jequié,Bahia,Jequié,2022-01-15 16:36:06.992,2022-01-15 16:36:06.992,0
1302746,2022-01-13 03:00:00,0,0,0,0,0,0,0,17,0,0,0,0,parse-cloud,Minas Gerais,Cláudio,Minas Gerais,Cláudio,2022-01-15 16:36:09.003,2022-01-15 16:36:09.003,0
1302747,2022-01-14 03:00:00,0,0,0,0,0,0,0,21,0,0,0,0,parse-cloud,Minas Gerais,Cláudio,Minas Gerais,Cláudio,2022-01-15 16:36:51.686,2022-01-15 16:36:51.686,0
1302748,2022-01-15 03:00:08,0,0,0,0,15,31,15,210,0,2,0,0,parse-cloud,Minas Gerais,Juiz de Fora,Minas Gerais,Juiz de Fora,2022-01-15 16:37:04.565,2022-01-15 16:37:04.565,1
1302749,2022-01-14 03:00:00,0,0,0,0,0,2,0,13,0,0,0,0,parse-cloud,Minas Gerais,Carandaí,Minas Gerais,Carandaí,2022-01-15 16:37:07.818,2022-01-15 16:37:07.818,0
1302750,2022-01-15 03:00:00,0,0,0,0,0,0,0,24,0,0,0,0,parse-cloud,Minas Gerais,Cláudio,Minas Gerais,Cláudio,2022-01-15 16:37:15.820,2022-01-15 16:37:15.820,0
1302751,2022-01-15 03:00:00,0,0,0,0,0,2,0,13,1,0,1,0,parse-cloud,Minas Gerais,Carandaí,Minas Gerais,Carandaí,2022-01-15 16:38:06.892,2022-01-19 22:20:51.056,0
1302752,2022-01-15 03:00:32,0,0,0,0,0,0,0,14,0,0,0,0,parse-cloud,Paraná,Pruden ópolis,Paraná,Pruden ópolis,2022-01-15 16:38:23.117,2022-01-15 16:38:23.117,0
1302753,2022-01-15 03:00:55,0,0,0,0,0,4,0,10,0,5,0,0,parse-cloud,Minas Gerais,Manga,Minas Gerais,Manga,2022-01-15 16:42:57.215,2022-01-15 16:42:57.215,0
1302754,2022-01-15 03:00:14,0,0,0,0,0,0,10,37,0,0,0,0,parse-cloud,Sergipe,Lagar o,Sergipe,Lagar o,2022-01-15 16:43:39.482,2022-01-15 16:43:39.482,0
1302755,2022-01-15 03:00:33,0,0,0,0,0,1,0,10,0,0,0,0,parse-cloud,Minas Gerais,Bom Sucesso,Minas Gerais,Bom Sucesso,2022-01-15 16:45:57.941,2022-01-15 16:45:57.941,0
1302756,2022-01-15 03:00:04,0,0,0,0,0,13,7,19,0,0,0,0,parse-cloud,Minas Gerais, imó eo,Minas Gerais, imó eo,2022-01-15 16:48:20.832,2022-01-15 16:48:20.832,0
1302757,2022-01-14 03:00:00,0,0,0,0,0,2,0,14,0,0,0,0,parse-cloud,Minas Gerais,En re Rios de Minas,Minas Gerais,En re Rios de Minas,2022-01-15 16:49:26.596,2022-01-15 16:49:26.596,0
1302758,2022-01-15 03:00:33,0,0,0,0,0,1,0,15,0,1,0,0,parse-cloud,Minas Gerais,En re Rios de Minas,Minas Gerais,En re Rios de Minas,2022-01-15 16:50:31.997,2022-01-15 16:50:31.997,0
1302759,2022-01-14 03:00:00,0,0,0,0,13,0,13,0,0,0,1,0,parse-cloud,Maranhão,São Luís,Maranhão,São Luís,2022-01-15 16:52:36.552,2022-01-15 16:52:36.552,0
1302760,2022-01-12 03:00:00,0,0,0,0,12,0,12,0,0,0,0,0,parse-cloud,Maranhão,São Luís,Maranhão,São Luís,2022-01-15 16:53:17.889,2022-01-15 16:53:17.889,0
1302761,2022-01-13 03:00:00,0,0,0,0,13,0,13,0,0,0,1,0,parse-cloud,Maranhão,São Luís,Maranhão,São Luís,2022-01-15 16:53:43.622,2022-01-15 16:53:43.622,0
1302763,2022-01-14 03:00:00,0,0,0,0,0,1,0,13,0,0,0,0,parse-cloud,Minas Gerais,Ma eus Leme,Minas Gerais,Ma eus Leme,2022-01-15 16:58:14.091,2022-01-15 16:59:09.505,0
1302764,2022-01-15 03:00:12,0,0,0,0,0,2,0,14,0,0,0,0,parse-cloud,Minas Gerais,Ma eus Leme,Minas Gerais,Ma eus Leme,2022-01-15 17:00:23.194,2022-01-15 17:00:23.194,0
1302765,2022-01-15 03:00:59,0,0,0,0,0,3,3,71,0,0,0,0,parse-cloud,Rio Grande do Nor e,Na al,Rio Grande do Nor e,Na al,2022-01-15 17:02:12.193,2022-01-15 17:02:12.193,0
1302766,2022-01-15 03:00:17,0,0,0,0,1,6,33,213,0,0,0,0,parse-cloud,Rio Grande do Sul,Caxias do Sul,Rio Grande do Sul,Caxias do Sul,2022-01-15 17:08:33.901,2022-01-15 17:08:33.901,1
1302767,2022-01-15 03:00:23,0,0,0,0,10,9,50,70,0,5,0,2,parse-cloud,Minas Gerais,I ajubá,Minas Gerais,I ajubá,2022-01-15 17:13:16.057,2022-01-15 17:13:16.057,1
1302769,2022-01-15 03:00:41,0,0,0,0,0,3,0,4,0,0,0,0,parse-cloud,São Paulo,Ilha Sol eira,São Paulo,Ilha Sol eira,2022-01-15 17:16:13.750,2022-01-15 17:16:13.750,0
1302772,2022-01-15 03:00:57,0,0,0,0,0,2,8,17,0,0,0,0,parse-cloud,Ceará,Sobral,Ceará,Sobral,2022-01-15 17:24:41.464,2022-01-15 17:24:41.464,0
1302773,2022-01-01 03:00:00,0,0,0,0,8,0,20,0,0,0,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-15 17:25:16.402,2022-01-15 17:25:16.402,0
1302774,2022-01-02 03:00:00,0,0,0,0,8,0,20,0,1,0,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-15 17:26:16.381,2022-01-15 17:26:16.381,0
1302775,2022-01-03 03:00:00,0,0,0,0,9,0,20,0,0,0,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-15 17:26:48.733,2022-01-15 17:26:48.733,0
1302776,2022-01-04 03:00:00,0,0,0,0,10,0,20,0,1,0,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-15 17:27:31.044,2022-01-15 17:27:31.044,0
1302777,2022-01-05 03:00:00,0,0,0,0,10,0,20,0,0,0,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-15 17:27:57.352,2022-01-15 17:27:57.352,0
1302778,2022-01-15 03:00:57,0,0,0,0,0,2,0,5,0,0,0,0,parse-cloud,San a Ca arina,Angelina,San a Ca arina,Angelina,2022-01-15 17:28:31.444,2022-01-15 17:28:31.444,0
1302779,2022-01-06 03:00:00,0,0,0,0,9,0,20,0,0,4,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-15 17:28:34.165,2022-01-15 17:28:34.165,0
1302780,2022-01-15 03:00:09,0,0,0,0,5,1,16,124,0,0,0,0,parse-cloud,Minas Gerais,Mon es Claros,Minas Gerais,Mon es Claros,2022-01-15 17:29:09.458,2022-01-15 17:29:09.458,1
1302781,2022-01-07 03:00:00,0,0,0,0,8,0,20,0,1,0,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-15 17:29:13.209,2022-01-15 17:29:13.209,0
1302782,2022-01-08 03:00:00,0,0,0,0,9,0,20,0,0,0,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-15 17:29:44.619,2022-01-15 17:29:44.619,0
1302783,2022-01-09 03:00:00,0,0,0,0,10,0,20,0,0,0,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-15 17:30:25.007,2022-01-15 17:30:25.007,0
1302784,2022-01-10 03:00:00,0,0,0,0,10,0,20,0,0,0,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-15 17:30:48.883,2022-01-15 17:30:48.883,0
1302785,2022-01-11 03:00:00,0,0,0,0,10,0,20,0,0,0,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-15 17:31:37.746,2022-01-15 17:31:37.746,0
1302786,2022-01-12 03:00:00,0,0,0,0,10,0,20,0,0,0,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-15 17:32:20.173,2022-01-15 17:32:20.173,0
1302787,2022-01-13 03:00:00,0,0,0,0,10,0,20,0,0,0,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-15 17:32:46.906,2022-01-15 17:32:46.906,0
1302788,2022-01-15 03:00:36,0,0,0,0,0,4,0,1,0,0,1,0,parse-cloud,Ceará,Al o San o,Ceará,Al o San o,2022-01-15 17:34:05.913,2022-01-15 17:34:05.913,0
1302789,2022-01-15 03:00:32,0,0,0,0,3,0,3,0,0,0,0,0,parse-cloud,Bahia,Feira de San ana,Bahia,Feira de San ana,2022-01-15 17:35:20.157,2022-01-15 17:35:20.157,0
1302790,2022-01-15 03:00:49,0,0,0,0,0,3,16,54,0,1,1,0,parse-cloud,Espíri o San o,Vi ória,Espíri o San o,Vi ória,2022-01-15 17:35:43.094,2022-01-15 17:35:43.094,0
1302791,2022-01-14 03:00:00,0,0,0,0,0,0,0,2,0,0,0,0,parse-cloud,San a Ca arina,Descanso,San a Ca arina,Descanso,2022-01-15 17:36:11.704,2022-01-15 17:36:11.704,0
1302792,2022-01-15 03:00:59,0,0,0,0,0,0,0,2,0,0,0,0,parse-cloud,San a Ca arina,Descanso,San a Ca arina,Descanso,2022-01-15 17:36:24.698,2022-01-15 17:36:24.698,0
1302793,2022-01-15 03:00:35,0,0,0,0,4,3,6,27,0,0,0,0,parse-cloud,Minas Gerais,San os Dumon ,Minas Gerais,San os Dumon ,2022-01-15 17:36:54.241,2022-01-15 17:36:54.241,0
1302794,2022-01-15 03:00:48,0,0,0,0,0,5,0,23,0,0,0,0,parse-cloud,Minas Gerais,Cássia,Minas Gerais,Cássia,2022-01-15 17:41:39.205,2022-01-15 17:41:39.205,0
1302795,2022-01-15 03:00:55,0,0,0,0,0,0,0,11,0,0,0,0,parse-cloud,Minas Gerais,Alpinópolis,Minas Gerais,Alpinópolis,2022-01-15 17:52:27.873,2022-01-15 17:52:27.873,0
1302796,2022-01-15 03:00:23,0,0,0,0,1,9,6,36,0,0,0,0,parse-cloud,Minas Gerais,Viçosa,Minas Gerais,Viçosa,2022-01-15 17:52:53.220,2022-01-15 17:52:53.220,0
1302797,2022-01-15 03:00:50,0,0,0,0,5,10,10,83,0,2,0,0,parse-cloud,Paraíba,Pa os,Paraíba,Pa os,2022-01-15 17:56:49.609,2022-01-15 17:56:49.609,1
1302798,2022-01-15 03:00:20,0,0,0,0,8,0,0,13,0,0,1,0,parse-cloud,Minas Gerais,I anhandu,Minas Gerais,I anhandu,2022-01-15 17:58:43.244,2022-01-15 17:58:43.244,0
1302809,2022-01-15 03:00:54,0,0,0,0,1,0,7,4,0,0,0,0,parse-cloud,Alagoas,Maceió,Alagoas,Maceió,2022-01-15 18:14:13.923,2022-01-15 18:14:13.923,0
1302814,2022-01-15 03:00:59,0,0,0,0,0,3,34,77,0,0,0,0,parse-cloud,San a Ca arina,Joinville,San a Ca arina,Joinville,2022-01-15 18:16:34.522,2022-01-15 18:16:34.522,1
1302815,2022-01-15 03:00:41,0,0,0,0,0,3,25,495,0,0,0,0,parse-cloud,Pernambuco,Recife,Pernambuco,Recife,2022-01-15 18:21:48.731,2022-01-15 18:21:48.731,1
1302833,2022-01-01 03:00:00,0,0,0,0,5,0,5,0,0,0,0,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:34:51.296,2022-01-15 18:34:51.296,0
1302834,2022-01-15 03:00:06,0,0,0,0,0,4,0,9,0,0,0,0,parse-cloud,San a Ca arina,Dionísio Cerqueira,San a Ca arina,Dionísio Cerqueira,2022-01-15 18:34:56.663,2022-01-15 18:34:56.663,0
1302835,2022-01-02 03:00:00,0,0,0,0,2,0,5,0,0,0,0,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:35:13.189,2022-01-15 18:35:13.189,0
1302836,2022-01-03 03:00:00,0,0,0,0,2,0,5,0,0,0,0,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:35:34.335,2022-01-15 18:35:34.335,0
1302837,2022-01-04 03:00:00,0,0,0,0,2,0,5,0,0,0,0,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:36:04.582,2022-01-15 18:36:04.582,0
1302838,2022-01-05 03:00:00,0,0,0,0,2,0,5,0,0,0,0,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:36:30.395,2022-01-15 18:36:30.395,0
1302839,2022-01-06 03:00:00,0,0,0,0,2,0,5,0,0,0,1,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:36:56.455,2022-01-15 18:36:56.455,0
1302840,2022-01-07 03:00:00,0,0,0,0,2,0,5,0,0,0,0,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:37:36.325,2022-01-15 18:37:36.325,0
1302841,2022-01-08 03:00:00,0,0,0,0,2,0,5,0,0,0,0,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:37:53.425,2022-01-15 18:37:53.425,0
1302842,2022-01-09 03:00:00,0,0,0,0,3,0,5,0,0,0,1,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:38:20.904,2022-01-15 18:38:20.904,0
1302843,2022-01-10 03:00:00,0,0,0,0,2,0,5,0,0,0,0,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:38:43.166,2022-01-15 18:38:43.166,0
1302844,2022-01-11 03:00:00,0,0,0,0,3,0,5,0,0,0,1,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:39:14.987,2022-01-15 18:39:14.987,0
1302845,2022-01-12 03:00:00,0,0,0,0,2,0,5,0,0,0,0,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:39:48.090,2022-01-15 18:39:48.090,0
1302846,2022-01-13 03:00:00,0,0,0,0,4,0,5,0,0,0,0,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:40:23.554,2022-01-15 18:40:23.554,0
1302847,2022-01-14 03:00:00,0,0,0,0,4,0,5,0,0,0,0,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:40:55.177,2022-01-15 18:40:55.177,0
1302848,2022-01-15 03:00:00,0,0,0,0,4,0,5,0,0,0,0,0,parse-cloud,Maranhão,Bacabal,Maranhão,Bacabal,2022-01-15 18:41:14.248,2022-01-15 18:41:14.248,0
1302849,2022-01-15 03:00:00,0,0,0,0,0,2,0,17,0,0,0,0,parse-cloud,Paraná,Pinhão,Paraná,Pinhão,2022-01-15 18:44:00.578,2022-01-15 18:44:16.853,0
1302850,2022-01-14 03:00:00,0,0,0,0,0,1,0,15,0,0,0,0,parse-cloud,Paraná,Pinhão,Paraná,Pinhão,2022-01-15 18:45:03.441,2022-01-15 18:45:20.315,0
1302851,2022-01-15 03:00:00,0,0,0,0,8,6,5,35,0,0,0,0,parse-cloud,Minas Gerais,Leopoldina,Minas Gerais,Leopoldina,2022-01-15 18:47:14.090,2022-01-16 10:50:23.327,0
1302852,2022-01-15 03:00:00,0,0,0,0,0,11,0,27,0,2,0,2,parse-cloud,Minas Gerais,Resplendor,Minas Gerais,Resplendor,2022-01-15 18:54:07.834,2022-01-15 20:18:48.008,0
1302853,2022-01-15 03:00:33,0,0,0,0,0,0,0,4,0,0,0,0,parse-cloud,Minas Gerais,Prados,Minas Gerais,Prados,2022-01-15 18:59:59.539,2022-01-15 18:59:59.539,0
1302854,2022-01-14 03:00:00,0,0,0,0,4,14,36,30,0,2,0,0,parse-cloud,Minas Gerais,Be im,Minas Gerais,Be im,2022-01-15 19:09:24.247,2022-01-15 19:09:24.247,0
1302855,2022-01-13 03:00:00,0,0,0,0,23,16,23,16,0,0,1,0,parse-cloud,San a Ca arina,Florianópolis,San a Ca arina,Florianópolis,2022-01-15 19:16:49.818,2022-01-15 19:16:49.818,0
1302856,2022-01-14 03:00:00,0,0,0,0,22,12,22,12,0,4,0,3,parse-cloud,San a Ca arina,Florianópolis,San a Ca arina,Florianópolis,2022-01-15 19:17:39.923,2022-01-15 19:17:39.923,0
1302857,2022-01-13 03:00:00,0,0,0,0,4,0,14,143,0,0,1,0,parse-cloud,Pernambuco,Recife,Pernambuco,Recife,2022-01-15 19:19:15.849,2022-01-15 19:19:15.849,1
1302858,2022-01-14 03:00:00,0,0,0,0,0,2,0,4,0,0,0,0,parse-cloud,São Paulo,Ilha Sol eira,São Paulo,Ilha Sol eira,2022-01-15 19:19:25.718,2022-01-15 19:19:25.718,0
1302859,2022-01-15 03:00:06,0,0,0,0,0,1,0,24,0,0,0,0,parse-cloud,Maranhão,Caru apera,Maranhão,Caru apera,2022-01-15 19:21:49.368,2022-01-15 19:21:49.368,0
1302860,2022-01-14 03:00:00,0,0,0,0,4,10,0,0,0,3,0,2,parse-cloud,Minas Gerais,San a Luzia,Minas Gerais,San a Luzia,2022-01-15 19:21:57.733,2022-01-15 19:21:57.733,0
1302861,2022-01-15 03:00:12,0,0,0,0,5,13,0,0,0,5,0,0,parse-cloud,Minas Gerais,San a Luzia,Minas Gerais,San a Luzia,2022-01-15 19:23:34.296,2022-01-15 19:23:34.296,0
1302862,2022-01-14 03:00:00,0,0,0,0,2,0,14,118,0,0,0,0,parse-cloud,Pernambuco,Recife,Pernambuco,Recife,2022-01-15 19:25:35.209,2022-01-15 19:25:35.209,1
1302863,2022-01-14 03:00:00,0,0,0,0,1,3,16,65,0,0,0,0,parse-cloud,San a Ca arina,Concórdia,San a Ca arina,Concórdia,2022-01-15 19:26:58.296,2022-01-15 19:26:58.296,0
